Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
25.55676923076923,201.19074999999998,38.13966666666666,237.72108333333333,181.05758333333333,373.09675,462.72883333333334,204.6543333333333,94.92899999999999,19.092666666666666,17.420333333333332,26.489083333333337
15.846000000000002,57.11183333333333,33.51025,102.54116666666665,210.34433333333334,385.3255833333333,598.1250833333334,305.96325,156.9565,22.719083333333334,16.731666666666666,16.047583333333332
19.225166666666667,66.99258333333334,39.367416666666664,23.12875,261.2490833333333,471.5655,487.4485833333333,243.96858333333333,432.5581666666667,22.801583333333337,58.60908333333333,16.063916666666668
21.474249999999998,81.29558333333334,27.293833333333335,44.602666666666664,185.79575,617.8451666666666,467.7155833333333,269.4475,287.16225000000003,20.488249999999997,73.43191666666667,16.07875
15.842333333333334,47.498416666666664,84.60466666666666,18.948083333333333,192.77016666666668,747.6816666666667,355.80733333333336,177.78308333333334,85.76891666666667,22.339083333333335,74.34558333333334,16.08641666666667
28.158416666666668,103.74191666666667,53.425250000000005,104.44583333333334,37.772333333333336,317.14525,214.36800000000002,68.62933333333334,24.455,16.821166666666667,57.77583333333334,16.614833333333333
77.7865,133.82591666666667,63.1415,363.07175,116.98424999999999,308.98316666666665,29.98691666666667,551.1689166666666,397.2853333333333,23.99875,32.69691666666667,16.364416666666667
76.44783333333334,68.28766666666667,16.238666666666667,173.0925,211.71116666666668,549.75225,293.646,627.7381666666666,614.9415833333334,17.98375,16.154833333333332,16.102833333333333
72.95875,41.542750000000005,21.846333333333334,86.73125,71.49333333333333,393.6765,477.81,287.83525000000003,120.08366666666666,67.93091666666668,16.23175,15.995416666666666
114.8,30.475916666666667,44.83658333333333,56.35441666666667,66.28349999999999,297.3954166666667,648.3264166666667,66.78008333333334,197.56216666666668,104.50483333333334,16.30516666666667,17.644833333333334
164.31783333333334,64.10541666666667,51.19675,92.56516666666668,22.157583333333335,145.18541666666667,901.9066666666668,97.60733333333333,340.5955833333333,96.06625000000001,16.286166666666666,25.810833333333335
164.72058333333334,358.39775000000003,46.90025,28.52591666666667,43.56816666666666,115.97658333333334,729.4600833333334,157.74316666666667,369.1411666666667,42.36966666666667,16.765666666666668,19.961833333333335
62.05908333333334,178.78133333333335,34.8525,46.866166666666665,197.7865833333333,237.1016666666667,582.8695833333334,266.82183333333336,339.70533333333333,25.514,16.386583333333334,30.03325
39.45708333333334,87.706,17.00375,97.23041666666667,195.65233333333333,720.22275,488.62600000000003,102.53416666666668,238.59850000000003,16.937416666666667,45.68116666666666,61.46933333333334
90.73133333333334,110.72333333333334,46.09108333333333,44.089333333333336,71.59708333333333,581.5804166666667,388.87925,161.44833333333332,168.80866666666665,20.013333333333332,56.98758333333333,25.34166666666667
74.77191666666667,128.61841666666666,44.49375,80.61291666666666,54.19650000000001,383.49724999999995,784.0120000000001,645.3805,79.15225,17.815250000000002,77.54275,19.941166666666668
15.829666666666666,134.62108333333333,37.38933333333333,67.78516666666667,74.34533333333333,176.50400000000002,1031.4064166666667,515.4485833333333,60.064083333333336,16.593333333333334,44.100833333333334,15.871166666666667
26.477416666666667,32.02333333333333,29.36616666666667,59.36266666666666,30.01,239.06925,806.8323333333333,121.57391666666666,30.4475,37.10508333333333,16.22325,17.144416666666668
55.512750000000004,23.965083333333336,34.953916666666665,48.9915,69.68258333333334,150.02391666666668,589.4536666666667,78.74933333333333,16.8255,33.39533333333333,16.293083333333332,29.168666666666667
86.08658333333334,18.71,29.00108333333333,130.68408333333335,60.49875,80.71108333333333,323.814,135.42925,169.83608333333333,18.637249999999998,42.65725,30.359416666666664
36.534,17.897583333333333,30.153916666666664,170.15883333333332,90.95016666666668,41.68975,202.51225,448.4591666666667,882.1392500000001,25.35775,49.0265,46.21133333333333
15.82275,23.27125,27.872333333333334,80.75341666666667,105.53616666666666,31.790833333333335,298.888,345.33425000000005,771.8726666666666,18.579916666666666,16.21025,28.19575
34.83658333333333,22.850083333333334,17.2305,51.54058333333333,90.83225,46.71308333333334,910.2480833333333,153.00141666666667,261.50975,16.93225,47.89291666666666,15.791833333333335
154.97308333333334,28.505750000000003,21.690166666666666,25.20341666666667,98.74525000000001,55.322833333333335,769.6760833333333,41.72666666666667,127.09474999999999,28.282583333333335,97.233,25.16241666666667
107.64041666666667,60.90283333333334,30.33675,17.799083333333332,30.967,193.24541666666667,544.4235,127.30866666666667,131.68291666666667,31.536666666666665,16.190166666666666,65.91366666666667
32.99075,81.99916666666667,20.005583333333334,17.647666666666666,26.776,288.10358333333335,547.6789166666666,82.72825,26.009416666666667,23.7085,16.14816666666667,46.32583333333333
27.193833333333334,47.29908333333333,23.267916666666668,127.37766666666666,39.776916666666665,901.8477499999999,449.3409166666667,192.16583333333332,26.648750000000003,16.465833333333332,16.222166666666666,25.0955
49.304833333333335,72.11016666666667,16.44175,136.53633333333332,89.4295,1188.6390833333332,311.12475,790.0295,21.528499999999998,19.93475,16.32016666666667,30.970333333333333
94.56841666666666,,25.74191666666667,196.00699999999998,196.7580833333333,747.2087499999999,354.45416666666665,445.8751666666667,16.950666666666667,16.40075,20.175583333333332,36.44866666666667
229.36033333333333,,34.66116666666667,144.95741666666666,234.2949166666667,296.62583333333333,324.9375,110.53025000000001,24.135666666666665,16.42775,28.64491666666667,15.732583333333332
240.6695,,101.73141666666668,,184.78116666666665,,90.76116666666667,92.41866666666665,,17.925583333333332,,15.826749999999999
