jday,month,day,hour,u10,v10,mixht,precip,tempc,year,datetime,ws,wd,wd_category_8,wd_category_4,ws_category,mixht_category,tempc_category,total_hours,percentage_wd_8,percentage_wd_4,percentage_ws,percentage_mixht,percentage_tempc
66,Mar,8,1,2.691,-0.318,16.16,0.0,13.327,2018,2018-03-08 01:30:00,2.709724155702938,276.7394834150396,W,W,2-4,<100,<15,744,37.096774193548384,64.78494623655914,54.704301075268816,56.31720430107527,11.29032258064516
66,Mar,8,2,2.601,-0.413,16.11,0.0,12.536,2018,2018-03-08 02:30:00,2.6335850090703357,279.0223919760361,W,W,2-4,<100,<15,744,37.096774193548384,64.78494623655914,54.704301075268816,56.31720430107527,11.29032258064516
66,Mar,8,3,2.365,-1.033,16.042,0.0,11.524,2018,2018-03-08 03:30:00,2.580758415660017,293.59505442161554,NW,W,2-4,<100,<15,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,11.29032258064516
66,Mar,8,4,2.218,-1.383,15.977,0.0,10.53,2018,2018-03-08 04:30:00,2.613850225242449,301.94497160520825,NW,W,2-4,<100,<15,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,11.29032258064516
67,Mar,8,5,0.244,-2.257,15.983,0.0,10.487,2018,2018-03-08 05:30:00,2.2701508760432643,353.8298249049704,N,N,2-4,<100,<15,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
67,Mar,8,6,0.09,-1.698,15.944,0.0,9.799,2018,2018-03-08 06:30:00,1.7003834861583431,356.965960353055,N,N,<2,<100,<15,744,11.424731182795698,25.672043010752688,22.177419354838708,56.31720430107527,11.29032258064516
67,Mar,8,7,-0.039,-0.41,19.062,0.0,14.479,2018,2018-03-08 07:30:00,0.4118507011041744,5.433737212950717,N,N,<2,<100,<15,744,11.424731182795698,25.672043010752688,22.177419354838708,56.31720430107527,11.29032258064516
67,Mar,8,8,-0.125,0.648,71.742,0.0,20.868,2018,2018-03-08 08:30:00,0.6599462099292639,169.0816819115992,S,S,<2,<100,20-25,744,2.0161290322580645,4.166666666666666,22.177419354838708,56.31720430107527,19.758064516129032
67,Mar,8,9,-0.119,1.206,198.212,0.0,25.795,2018,2018-03-08 09:30:00,1.211856839729842,174.36467839093555,S,S,<2,100-500,25-30,744,2.0161290322580645,4.166666666666666,22.177419354838708,11.29032258064516,12.365591397849462
67,Mar,8,10,0.208,1.563,615.728,0.0,28.925,2018,2018-03-08 10:30:00,1.5767793123959992,187.58023598122995,S,S,<2,500-1K,25-30,744,2.0161290322580645,4.166666666666666,22.177419354838708,3.494623655913978,12.365591397849462
67,Mar,8,11,0.86,1.146,1960.359,0.0,30.699,2018,2018-03-08 11:30:00,1.432800055834728,216.885893117096,SW,S,<2,1K-2K,30-35,744,3.494623655913978,4.166666666666666,22.177419354838708,6.182795698924731,19.623655913978492
67,Mar,8,12,1.351,0.697,2190.453,0.0,31.548,2018,2018-03-08 12:30:00,1.5202006446518825,242.7101512063631,SW,W,<2,>2000,30-35,744,3.494623655913978,64.78494623655914,22.177419354838708,22.71505376344086,19.623655913978492
67,Mar,8,13,1.661,0.532,2567.684,0.0,32.298,2018,2018-03-08 13:30:00,1.7441172552325719,252.2403101503868,W,W,<2,>2000,30-35,744,37.096774193548384,64.78494623655914,22.177419354838708,22.71505376344086,19.623655913978492
67,Mar,8,14,1.986,0.315,2644.535,0.0,32.784,2018,2018-03-08 14:30:00,2.0108259497032557,260.9873778889537,W,W,2-4,>2000,30-35,744,37.096774193548384,64.78494623655914,54.704301075268816,22.71505376344086,19.623655913978492
67,Mar,8,15,2.281,0.009,2788.359,0.0,32.97,2018,2018-03-08 15:30:00,2.281017755301348,269.77393277523424,W,W,2-4,>2000,30-35,744,37.096774193548384,64.78494623655914,54.704301075268816,22.71505376344086,19.623655913978492
67,Mar,8,16,2.452,-0.354,2777.689,0.0,32.765,2018,2018-03-08 16:30:00,2.4774220472095583,278.21513998251,W,W,2-4,>2000,30-35,744,37.096774193548384,64.78494623655914,54.704301075268816,22.71505376344086,19.623655913978492
67,Mar,8,17,1.693,-0.444,261.697,0.0,30.113,2018,2018-03-08 17:30:00,1.7502528388778578,284.6952429128961,W,W,<2,100-500,30-35,744,37.096774193548384,64.78494623655914,22.177419354838708,11.29032258064516,19.623655913978492
67,Mar,8,18,1.143,-0.518,16.839,0.0,24.586,2018,2018-03-08 18:30:00,1.2548995975774317,294.37971763449474,NW,W,<2,<100,20-25,744,36.55913978494624,64.78494623655914,22.177419354838708,56.31720430107527,19.758064516129032
67,Mar,8,19,0.823,-0.673,16.67,0.0,22.188,2018,2018-03-08 19:30:00,1.0631359273394911,309.27423921771555,NW,W,<2,<100,20-25,744,36.55913978494624,64.78494623655914,22.177419354838708,56.31720430107527,19.758064516129032
67,Mar,8,20,0.711,-0.94,16.557,0.0,20.474,2018,2018-03-08 20:30:00,1.178609774267972,322.8967592172498,NW,N,<2,<100,20-25,744,36.55913978494624,25.672043010752688,22.177419354838708,56.31720430107527,19.758064516129032
67,Mar,8,21,0.719,-1.342,16.471,0.0,19.096,2018,2018-03-08 21:30:00,1.5224733166791464,331.81904038653676,NW,N,<2,<100,15-20,744,36.55913978494624,25.672043010752688,22.177419354838708,56.31720430107527,22.849462365591396
67,Mar,8,22,0.686,-1.865,16.405,0.0,17.974,2018,2018-03-08 22:30:00,1.98716405965889,339.8050436744444,N,N,<2,<100,15-20,744,11.424731182795698,25.672043010752688,22.177419354838708,56.31720430107527,22.849462365591396
67,Mar,8,23,0.485,-2.266,16.357,0.0,17.101,2018,2018-03-08 23:30:00,2.317321945695073,347.91905787302323,N,N,2-4,<100,15-20,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
67,Mar,9,0,0.167,-2.469,16.317,0.0,16.345,2018,2018-03-09 00:30:00,2.4746413881611207,356.1304806353448,N,N,2-4,<100,15-20,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
67,Mar,9,1,-0.435,-2.762,16.995,0.0,15.383,2018,2018-03-09 01:30:00,2.796045242838535,8.950255023340901,N,N,2-4,<100,15-20,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
67,Mar,9,2,-1.072,-3.224,24.067,0.0,14.779,2018,2018-03-09 02:30:00,3.3975520599396267,18.392286299523477,N,N,2-4,<100,<15,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
67,Mar,9,3,-1.028,-3.086,24.25,0.0,13.546,2018,2018-03-09 03:30:00,3.2527188627362187,18.423808286505334,N,N,2-4,<100,<15,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
67,Mar,9,4,-1.283,-2.912,21.618,0.0,12.68,2018,2018-03-09 04:30:00,3.182111405969313,23.777841441171887,NE,N,2-4,<100,<15,744,4.704301075268817,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
68,Mar,9,5,-1.653,-2.758,23.92,0.0,12.14,2018,2018-03-09 05:30:00,3.2154273432935785,30.93625309316954,NE,N,2-4,<100,<15,744,4.704301075268817,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
68,Mar,9,6,-1.653,-1.052,15.969,0.0,10.769,2018,2018-03-09 06:30:00,1.9593654585094635,57.526564949552196,NE,E,<2,<100,<15,744,4.704301075268817,5.376344086021505,22.177419354838708,56.31720430107527,11.29032258064516
68,Mar,9,7,0.069,0.431,21.216,0.0,14.837,2018,2018-03-09 07:30:00,0.4364882587195215,189.0954615900248,S,S,<2,<100,<15,744,2.0161290322580645,4.166666666666666,22.177419354838708,56.31720430107527,11.29032258064516
68,Mar,9,8,0.618,0.407,69.286,0.0,19.945,2018,2018-03-09 08:30:00,0.7399817565318756,236.63205677595207,SW,W,<2,<100,15-20,744,3.494623655913978,64.78494623655914,22.177419354838708,56.31720430107527,22.849462365591396
68,Mar,9,9,0.554,-0.611,92.424,0.0,22.438,2018,2018-03-09 09:30:00,0.824764814962423,317.80107911655887,NW,N,<2,<100,20-25,744,36.55913978494624,25.672043010752688,22.177419354838708,56.31720430107527,19.758064516129032
68,Mar,9,10,1.948,0.685,154.869,0.0,25.813,2018,2018-03-09 10:30:00,2.064928328054027,250.62614787808576,W,W,2-4,100-500,25-30,744,37.096774193548384,64.78494623655914,54.704301075268816,11.29032258064516,12.365591397849462
68,Mar,9,11,1.878,0.951,268.957,0.0,28.65,2018,2018-03-09 11:30:00,2.1050617568137993,243.14281226204352,SW,W,2-4,100-500,25-30,744,3.494623655913978,64.78494623655914,54.704301075268816,11.29032258064516,12.365591397849462
68,Mar,9,12,3.531,0.543,1633.902,0.0,31.727,2018,2018-03-09 12:30:00,3.5725075227352567,261.25749577099106,W,W,2-4,1K-2K,30-35,744,37.096774193548384,64.78494623655914,54.704301075268816,6.182795698924731,19.623655913978492
68,Mar,9,13,4.149,-0.848,2640.131,0.0,33.156,2018,2018-03-09 13:30:00,4.234773311524479,281.551394293529,W,W,4-6,>2000,30-35,744,37.096774193548384,64.78494623655914,15.725806451612904,22.71505376344086,19.623655913978492
68,Mar,9,14,3.853,-1.702,2932.948,0.0,33.721,2018,2018-03-09 14:30:00,4.212174379106354,293.83266387979745,NW,W,4-6,>2000,30-35,744,36.55913978494624,64.78494623655914,15.725806451612904,22.71505376344086,19.623655913978492
68,Mar,9,15,3.534,-2.254,2953.169,0.0,33.812,2018,2018-03-09 15:30:00,4.191619257518507,302.52990125904364,NW,W,4-6,>2000,30-35,744,36.55913978494624,64.78494623655914,15.725806451612904,22.71505376344086,19.623655913978492
68,Mar,9,16,3.111,-2.467,2764.281,0.0,33.444,2018,2018-03-09 16:30:00,3.9704420408815944,308.41415661187256,NW,W,2-4,>2000,30-35,744,36.55913978494624,64.78494623655914,54.704301075268816,22.71505376344086,19.623655913978492
68,Mar,9,17,1.86,-2.041,359.909,0.0,30.545,2018,2018-03-09 17:30:00,2.7613911349173264,317.65652493366406,NW,N,2-4,100-500,30-35,744,36.55913978494624,25.672043010752688,54.704301075268816,11.29032258064516,19.623655913978492
68,Mar,9,18,1.38,-2.185,42.301,0.0,24.597,2018,2018-03-09 18:30:00,2.584303581238087,327.7243556854224,NW,N,2-4,<100,20-25,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,19.758064516129032
68,Mar,9,19,1.229,-2.612,27.735,0.0,22.358,2018,2018-03-09 19:30:00,2.8866910122145044,334.8020456025956,NW,N,2-4,<100,20-25,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,19.758064516129032
68,Mar,9,20,1.273,-3.268,29.361,0.0,21.15,2018,2018-03-09 20:30:00,3.507185908958919,338.717351001421,N,N,2-4,<100,20-25,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,19.758064516129032
68,Mar,9,21,1.026,-3.257,27.127,0.0,19.96,2018,2018-03-09 21:30:00,3.414780373611164,342.5148525166543,N,N,2-4,<100,15-20,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
68,Mar,9,22,0.789,-2.721,18.371,0.0,18.795,2018,2018-03-09 22:30:00,2.833083479179532,343.8295891036403,N,N,2-4,<100,15-20,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
68,Mar,9,23,0.843,-1.976,16.426,0.0,18.03,2018,2018-03-09 23:30:00,2.148307473338023,336.89596267029617,NW,N,2-4,<100,15-20,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
68,Mar,10,0,1.228,-1.061,16.372,0.0,17.189,2018,2018-03-10 00:30:00,1.6228693724388294,310.8272292439658,NW,W,<2,<100,15-20,744,36.55913978494624,64.78494623655914,22.177419354838708,56.31720430107527,22.849462365591396
68,Mar,10,1,1.428,-1.156,16.294,0.0,16.06,2018,2018-03-10 01:30:00,1.837258827710456,308.99099404250546,NW,W,<2,<100,15-20,744,36.55913978494624,64.78494623655914,22.177419354838708,56.31720430107527,22.849462365591396
68,Mar,10,2,0.78,-2.043,16.21,0.0,14.75,2018,2018-03-10 02:30:00,2.186835384751216,339.103569600299,N,N,2-4,<100,<15,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
68,Mar,10,3,0.619,-1.951,16.152,0.0,13.779,2018,2018-03-10 03:30:00,2.0468419577485704,342.39716251996344,N,N,2-4,<100,<15,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
68,Mar,10,4,0.865,-1.05,16.112,0.0,13.107,2018,2018-03-10 04:30:00,1.3604135400678723,320.51797810576477,NW,N,<2,<100,<15,744,36.55913978494624,25.672043010752688,22.177419354838708,56.31720430107527,11.29032258064516
69,Mar,10,5,1.258,-0.48,16.077,0.0,12.513,2018,2018-03-10 05:30:00,1.3464635160300482,290.8847552299665,W,W,<2,<100,<15,744,37.096774193548384,64.78494623655914,22.177419354838708,56.31720430107527,11.29032258064516
69,Mar,10,6,1.697,-0.31,16.052,0.0,12.075,2018,2018-03-10 06:30:00,1.725082316876502,280.35237756545877,W,W,<2,<100,<15,744,37.096774193548384,64.78494623655914,22.177419354838708,56.31720430107527,11.29032258064516
69,Mar,10,7,1.309,-0.267,16.247,0.0,16.924,2018,2018-03-10 07:30:00,1.3359528434791401,281.5286175934432,W,W,<2,<100,15-20,744,37.096774193548384,64.78494623655914,22.177419354838708,56.31720430107527,22.849462365591396
69,Mar,10,8,1.747,-0.672,73.724,0.0,23.944,2018,2018-03-10 08:30:00,1.8717887167092337,291.03970870788453,W,W,<2,<100,20-25,744,37.096774193548384,64.78494623655914,22.177419354838708,56.31720430107527,19.758064516129032
69,Mar,10,9,2.279,-1.439,227.537,0.0,28.742,2018,2018-03-10 09:30:00,2.6952851426147846,302.26902260289665,NW,W,2-4,100-500,25-30,744,36.55913978494624,64.78494623655914,54.704301075268816,11.29032258064516,12.365591397849462
69,Mar,10,10,2.973,-2.256,596.542,0.0,31.66,2018,2018-03-10 10:30:00,3.7320590831335987,307.1922981471374,NW,W,2-4,500-1K,30-35,744,36.55913978494624,64.78494623655914,54.704301075268816,3.494623655913978,19.623655913978492
69,Mar,10,11,4.106,-2.806,1608.696,0.0,33.463,2018,2018-03-10 11:30:00,4.973215458835461,304.3483169008799,NW,W,4-6,1K-2K,30-35,744,36.55913978494624,64.78494623655914,15.725806451612904,6.182795698924731,19.623655913978492
69,Mar,10,12,5.106,-2.932,2422.819,0.0,34.435,2018,2018-03-10 12:30:00,5.887941915474371,299.8655800430108,NW,W,4-6,>2000,30-35,744,36.55913978494624,64.78494623655914,15.725806451612904,22.71505376344086,19.623655913978492
69,Mar,10,13,5.789,-3.111,3160.229,0.0,35.023,2018,2018-03-10 13:30:00,6.571973980471926,298.25351808310654,NW,W,6-8,>2000,>35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,14.112903225806454
69,Mar,10,14,6.162,-3.183,3305.257,0.0,35.226,2018,2018-03-10 14:30:00,6.935541291060129,297.3187536867086,NW,W,6-8,>2000,>35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,14.112903225806454
69,Mar,10,15,6.231,-3.139,3286.992,0.0,35.103,2018,2018-03-10 15:30:00,6.97701096458935,296.73766148989785,NW,W,6-8,>2000,>35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,14.112903225806454
69,Mar,10,16,6.038,-3.042,3010.451,0.0,34.62,2018,2018-03-10 16:30:00,6.761006433956412,296.73938625605564,NW,W,6-8,>2000,30-35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,19.623655913978492
69,Mar,10,17,3.719,-2.013,1326.888,0.0,32.69,2018,2018-03-10 17:30:00,4.228844995977034,298.4255549858839,NW,W,4-6,1K-2K,30-35,744,36.55913978494624,64.78494623655914,15.725806451612904,6.182795698924731,19.623655913978492
69,Mar,10,18,3.62,-1.853,172.717,0.0,27.051,2018,2018-03-10 18:30:00,4.066695095529046,297.10692845911103,NW,W,4-6,100-500,25-30,744,36.55913978494624,64.78494623655914,15.725806451612904,11.29032258064516,12.365591397849462
69,Mar,10,19,3.43,-1.68,109.538,0.0,24.838,2018,2018-03-10 19:30:00,3.8193324023970474,296.0954241573884,NW,W,2-4,100-500,20-25,744,36.55913978494624,64.78494623655914,54.704301075268816,11.29032258064516,19.758064516129032
69,Mar,10,20,3.306,-1.748,98.986,0.0,23.336,2018,2018-03-10 20:30:00,3.7396711085334764,297.86700384965684,NW,W,2-4,<100,20-25,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,19.758064516129032
69,Mar,10,21,3.148,-1.949,84.391,0.0,22.127,2018,2018-03-10 21:30:00,3.7024998311951345,301.7626128848268,NW,W,2-4,<100,20-25,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,19.758064516129032
69,Mar,10,22,2.923,-2.195,70.778,0.0,21.064,2018,2018-03-10 22:30:00,3.655400662034191,306.9043810675514,NW,W,2-4,<100,20-25,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,19.758064516129032
69,Mar,10,23,2.645,-2.443,61.077,0.0,20.055,2018,2018-03-10 23:30:00,3.600593562178325,312.7264794815207,NW,W,2-4,<100,20-25,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,19.758064516129032
69,Mar,11,0,2.382,-2.755,66.39,0.0,19.287,2018,2018-03-11 00:30:00,3.64197048313135,319.1529853184412,NW,N,2-4,<100,15-20,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
69,Mar,11,1,1.786,-3.185,81.163,0.0,18.317,2018,2018-03-11 01:30:00,3.6515778781233736,330.71831712851576,NW,N,2-4,<100,15-20,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
69,Mar,11,2,1.139,-3.29,72.602,0.0,16.821,2018,2018-03-11 02:30:00,3.4815831169167857,340.9041154666259,N,N,2-4,<100,15-20,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
69,Mar,11,3,1.098,-3.057,44.715,0.0,15.228,2018,2018-03-11 03:30:00,3.2482076596178393,340.24294682862615,N,N,2-4,<100,15-20,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
69,Mar,11,4,1.253,-1.895,20.155,0.0,14.003,2018,2018-03-11 04:30:00,2.271790923478655,326.5267754339337,NW,N,2-4,<100,<15,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
70,Mar,11,5,2.214,-2.651,61.773,0.0,14.778,2018,2018-03-11 05:30:00,3.4539248688991484,320.1328342693232,NW,N,2-4,<100,<15,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
70,Mar,11,6,3.062,-1.302,47.499,0.0,13.833,2018,2018-03-11 06:30:00,3.327318439825079,293.03579315676603,NW,W,2-4,<100,<15,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,11.29032258064516
70,Mar,11,7,3.03,-0.103,31.41,0.0,18.691,2018,2018-03-11 07:30:00,3.031750154613668,271.9469286191952,W,W,2-4,<100,15-20,744,37.096774193548384,64.78494623655914,54.704301075268816,56.31720430107527,22.849462365591396
70,Mar,11,8,3.432,0.883,115.673,0.0,23.443,2018,2018-03-11 08:30:00,3.5437710140470418,255.57162125788102,W,W,2-4,100-500,20-25,744,37.096774193548384,64.78494623655914,54.704301075268816,11.29032258064516,19.758064516129032
70,Mar,11,9,4.126,0.581,265.239,0.0,27.601,2018,2018-03-11 09:30:00,4.166705773149816,261.9846329570033,W,W,4-6,100-500,25-30,744,37.096774193548384,64.78494623655914,15.725806451612904,11.29032258064516,12.365591397849462
70,Mar,11,10,4.623,-0.58,575.271,0.0,30.59,2018,2018-03-11 10:30:00,4.659241247241873,277.1509461802623,W,W,4-6,500-1K,30-35,744,37.096774193548384,64.78494623655914,15.725806451612904,3.494623655913978,19.623655913978492
70,Mar,11,11,5.123,-1.558,1177.57,0.0,32.624,2018,2018-03-11 11:30:00,5.354670204597105,286.9154962386981,W,W,4-6,1K-2K,30-35,744,37.096774193548384,64.78494623655914,15.725806451612904,6.182795698924731,19.623655913978492
70,Mar,11,12,5.927,-1.839,2164.957,0.0,33.954,2018,2018-03-11 12:30:00,6.205743307614326,287.2378106447171,W,W,6-8,>2000,30-35,744,37.096774193548384,64.78494623655914,7.123655913978495,22.71505376344086,19.623655913978492
70,Mar,11,13,6.38,-1.927,3102.057,0.0,34.713,2018,2018-03-11 13:30:00,6.664662707144301,286.8062913110706,W,W,6-8,>2000,30-35,744,37.096774193548384,64.78494623655914,7.123655913978495,22.71505376344086,19.623655913978492
70,Mar,11,14,6.526,-1.919,3359.728,0.0,35.028,2018,2018-03-11 14:30:00,6.8022964504643575,286.3862129701869,W,W,6-8,>2000,>35,744,37.096774193548384,64.78494623655914,7.123655913978495,22.71505376344086,14.112903225806454
70,Mar,11,15,6.413,-1.774,3410.157,0.0,34.956,2018,2018-03-11 15:30:00,6.653844377500874,285.46280696979375,W,W,6-8,>2000,30-35,744,37.096774193548384,64.78494623655914,7.123655913978495,22.71505376344086,19.623655913978492
70,Mar,11,16,6.126,-1.524,3326.155,0.0,34.502,2018,2018-03-11 16:30:00,6.312721441660483,283.97020410169705,W,W,6-8,>2000,30-35,744,37.096774193548384,64.78494623655914,7.123655913978495,22.71505376344086,19.623655913978492
70,Mar,11,17,3.856,-0.658,1244.479,0.0,32.62,2018,2018-03-11 17:30:00,3.911738743832466,279.683856437128,W,W,2-4,1K-2K,30-35,744,37.096774193548384,64.78494623655914,54.704301075268816,6.182795698924731,19.623655913978492
70,Mar,11,18,3.841,0.128,114.504,0.0,26.392,2018,2018-03-11 18:30:00,3.843132186121107,268.09134424499314,W,W,2-4,100-500,25-30,744,37.096774193548384,64.78494623655914,54.704301075268816,11.29032258064516,12.365591397849462
70,Mar,11,19,3.72,0.188,53.637,0.0,24.373,2018,2018-03-11 19:30:00,3.724747508221195,267.10686823663275,W,W,2-4,<100,20-25,744,37.096774193548384,64.78494623655914,54.704301075268816,56.31720430107527,19.758064516129032
70,Mar,11,20,3.573,-0.64,43.486,0.0,22.729,2018,2018-03-11 20:30:00,3.6298662509795037,280.15519418043675,W,W,2-4,<100,20-25,744,37.096774193548384,64.78494623655914,54.704301075268816,56.31720430107527,19.758064516129032
70,Mar,11,21,3.102,-1.869,38.163,0.0,21.571,2018,2018-03-11 21:30:00,3.621541798737107,301.0695733081519,NW,W,2-4,<100,20-25,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,19.758064516129032
70,Mar,11,22,2.474,-2.668,41.491,0.0,20.65,2018,2018-03-11 22:30:00,3.6385299229221686,317.16065960665554,NW,N,2-4,<100,20-25,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,19.758064516129032
70,Mar,11,23,2.179,-2.838,43.287,0.0,19.454,2018,2018-03-11 23:30:00,3.578028088207246,322.48315419652454,NW,N,2-4,<100,15-20,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
70,Mar,12,0,2.261,-2.696,41.383,0.0,18.329,2018,2018-03-12 00:30:00,3.5185987267660974,320.01512608204337,NW,N,2-4,<100,15-20,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
70,Mar,12,1,2.249,-2.824,45.683,0.0,17.923,2018,2018-03-12 01:30:00,3.610121466100552,321.46660115990886,NW,N,2-4,<100,15-20,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
70,Mar,12,2,1.496,-3.534,76.556,0.0,17.623,2018,2018-03-12 02:30:00,3.837599770690008,337.05626482794503,NW,N,2-4,<100,15-20,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
70,Mar,12,3,0.96,-3.435,79.721,0.0,16.168,2018,2018-03-12 03:30:00,3.5666265574068725,344.3855985654718,N,N,2-4,<100,15-20,744,11.424731182795698,25.672043010752688,54.704301075268816,56.31720430107527,22.849462365591396
70,Mar,12,4,1.396,-2.82,50.847,0.0,14.227,2018,2018-03-12 04:30:00,3.146619773661889,333.6629581119512,NW,N,2-4,<100,<15,744,36.55913978494624,25.672043010752688,54.704301075268816,56.31720430107527,11.29032258064516
71,Mar,12,5,1.797,-1.682,30.305,0.0,13.057,2018,2018-03-12 05:30:00,2.4613681154999956,313.1067501134286,NW,W,2-4,<100,<15,744,36.55913978494624,64.78494623655914,54.704301075268816,56.31720430107527,11.29032258064516
71,Mar,12,6,2.725,-0.197,19.95,0.0,12.454,2018,2018-03-12 06:30:00,2.7321116375433854,274.1349233817217,W,W,2-4,<100,<15,744,37.096774193548384,64.78494623655914,54.704301075268816,56.31720430107527,11.29032258064516
71,Mar,12,7,2.116,0.539,31.43,0.0,17.691,2018,2018-03-12 07:30:00,2.18356978363413,255.70919515247664,W,W,2-4,<100,15-20,744,37.096774193548384,64.78494623655914,54.704301075268816,56.31720430107527,22.849462365591396
71,Mar,12,8,2.321,0.744,95.033,0.0,23.389,2018,2018-03-12 08:30:00,2.437329891500123,252.22667018853983,W,W,2-4,<100,20-25,744,37.096774193548384,64.78494623655914,54.704301075268816,56.31720430107527,19.758064516129032
71,Mar,12,9,3.11,0.269,220.634,0.0,28.414,2018,2018-03-12 09:30:00,3.121611923349858,265.0564950574226,W,W,2-4,100-500,25-30,744,37.096774193548384,64.78494623655914,54.704301075268816,11.29032258064516,12.365591397849462
71,Mar,12,10,4.192,-0.984,685.733,0.0,31.951,2018,2018-03-12 10:30:00,4.30594008318741,283.2100434395971,W,W,4-6,500-1K,30-35,744,37.096774193548384,64.78494623655914,15.725806451612904,3.494623655913978,19.623655913978492
71,Mar,12,11,5.565,-2.222,2758.228,0.0,34.005,2018,2018-03-12 11:30:00,5.992204018556111,291.7658981459467,W,W,4-6,>2000,30-35,744,37.096774193548384,64.78494623655914,15.725806451612904,22.71505376344086,19.623655913978492
71,Mar,12,12,6.294,-3.103,3363.275,0.0,34.936,2018,2018-03-12 12:30:00,7.017338883080964,296.24372202434114,NW,W,6-8,>2000,30-35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,19.623655913978492
71,Mar,12,13,6.252,-3.158,3431.598,0.0,35.358,2018,2018-03-12 13:30:00,7.004317811179044,296.79917896911354,NW,W,6-8,>2000,>35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,14.112903225806454
71,Mar,12,14,6.086,-3.058,3395.563,0.0,35.516,2018,2018-03-12 14:30:00,6.811076273247863,296.67791205444274,NW,W,6-8,>2000,>35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,14.112903225806454
71,Mar,12,15,5.91,-2.921,3310.882,0.0,35.396,2018,2018-03-12 15:30:00,6.592445752526144,296.3007485265588,NW,W,6-8,>2000,>35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,14.112903225806454
71,Mar,12,16,5.624,-2.717,3052.625,0.0,34.934,2018,2018-03-12 16:30:00,6.245915865587688,295.78556485595954,NW,W,6-8,>2000,30-35,744,36.55913978494624,64.78494623655914,7.123655913978495,22.71505376344086,19.623655913978492
71,Mar,12,17,3.522,-1.567,1247.582,0.0,33.042,2018,2018-03-12 17:30:00,3.8548635514113854,293.98512598263744,NW,W,2-4,1K-2K,30-35,744,36.55913978494624,64.78494623655914,54.704301075268816,6.182795698924731,19.623655913978492
71,Mar,12,18,3.223,-0.698,102.908,0.0,26.309,2018,2018-03-12 18:30:00,3.2977163310387994,282.2197455539819,W,W,2-4,100-500,25-30,744,37.096774193548384,64.78494623655914,54.704301075268816,11.29032258064516,12.365591397849462
