Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2.6936343126627595,4.135035500102966,3.0463243162159253,4.188834653791798,3.7840050034701256,4.310577059725811,3.14326984405774,1.4498134064700572,1.7445147640450414,1.1340519041333972,1.7451159852287133,2.245330183096226
1.6257806993946395,2.91336165580296,2.8293416237349596,3.018432791566736,3.9109807731482067,4.601049390899676,4.48525822413639,2.6339672515220847,2.318520930898051,1.5330262033593582,1.033470358306253,0.7791535118145488
2.584601573290959,2.381580158205764,3.184452909517152,1.4697683918500772,4.192077121238351,4.935992058290231,4.0161510556581845,2.488026912869472,2.8977339694065196,1.6669531847776569,2.771971044451409,1.0044983948111026
2.130220782008777,2.917246056821202,2.2652394326590217,2.3898174249096145,3.5933871911742687,5.097299905316002,4.146127309478872,2.8027389250691477,2.652285723926511,1.2183692917635098,2.323699350081703,1.080039449026702
1.3288081607109838,3.1156143768193414,2.4716203518133915,1.819899104589214,3.9858728377741066,5.147346350029202,3.843977581770144,1.8086629517001338,1.952036407397511,1.4670659297533113,2.6338887928791386,1.531625262927151
2.8044140821348393,3.200823185970062,2.41151960146779,2.6474553991536784,1.6367540435624468,3.09665850902465,2.63709322477462,1.6365215312076395,1.0970340261300138,0.6518959693321024,3.1964853299553693,1.2505135434942602
3.54303818643737,3.3095139079131695,3.6265289418904776,4.677377330018744,2.521733306338334,3.677013259847138,1.6356521440018934,3.056918430630631,2.6852910442833355,1.8277287289929312,1.9983930775075898,1.6864965598490278
3.624909893248723,3.2330071813698638,2.10876439755436,2.2287090260656606,3.7344225583235375,5.653088951339384,3.6553078012846236,4.187783908817244,4.081902698596417,1.1363246467329113,0.5757576976146377,1.4828030437274036
3.636979346285701,3.0637029861873155,2.9223258340625,2.137549059207607,2.1589538906810097,4.5166687397338,4.289589050582887,2.879576328723932,1.985519342418339,2.8820075271357664,0.390029303801676,0.4161903783917226
3.9129665376553953,3.0149898970736455,2.5536052068301394,2.4349924584597846,2.6947384174299582,3.005188344968678,4.972832169370454,1.404638063078929,2.420522170836239,3.060628650547334,0.7614175647953649,1.2270729732092978
4.052836949834666,3.205912781853543,3.439090578254954,2.317277877230138,2.510938928212701,1.772199570587162,4.979833041476313,2.285870918237062,3.117096431532684,2.9129365101477123,0.9658849130275783,2.5048651040914596
3.8613560342960547,4.170948410598324,3.437390500971853,1.7789031388127736,2.304017039105576,2.492177432849575,5.032091610247401,2.23390679305438,3.4251230786316373,1.7806348960376146,1.5066408685034893,1.8835200606793905
3.3091081848202126,3.1725840286103915,2.944503063058771,2.197942327655379,3.650719327797777,3.611397966759737,4.076087482413874,2.3588466148051324,3.1139842336691275,1.966927771264479,0.8378194074742633,2.226514553424726
3.468499657738709,3.159725209380754,1.3562717675490665,2.9496104804167356,3.7110882122175806,6.662569407990362,3.4565340625093373,2.1923056521461306,2.3820729579500135,1.7847718079671566,2.105011227434834,2.7337136908483957
3.757396424222046,3.5271343381019755,2.9050325739979646,2.4559488668092047,2.210246442750605,5.740803960760403,3.6188512738037883,1.997063965325115,2.9828097620107745,1.7489774879228808,2.4771641691879194,2.55278190169932
2.5326917067597385,3.523341813095675,2.123317579560782,1.9749185670068645,2.5333538156645647,5.0661299310823775,4.439070329568146,3.5018176658722253,2.4537527631258986,0.8585079151987528,3.272418350632218,2.4430811028829407
0.7919278317715327,3.6827441484012735,3.0319430947720494,2.572108321400551,3.3299487371266916,2.976956186032966,5.647941212328697,4.0924990099106955,2.6116820188191823,0.8847337034361402,2.715165272858803,0.9584642822712336
2.4293535903656864,2.2987961883093027,3.32837677356953,3.2057071935358334,2.563553714525506,3.469895207163703,4.740416630055466,2.191177676253225,2.375315586161277,1.7962232588583902,0.6016865458540156,1.7080285850700176
3.447242844267486,1.8429850967260357,3.573361116340699,3.011518704619128,3.305987054744041,2.820232059183391,4.649214068288194,1.461213565630157,0.8054501519299534,2.5311706340847846,0.6939642425011532,2.548496082787406
3.688402445574819,2.268058565975149,2.8866436449434354,3.39576956399814,3.1235825974271143,2.114801152249662,2.993894724315138,1.9312358879806724,2.075629857256755,1.1229271611664482,1.745713232230598,2.9992292096052275
2.47834704309377,2.119324277523264,2.865938908921098,4.6631494420200985,3.2984039727750045,1.9921684536972097,1.6778712199497632,3.6787609130084946,5.469715475279877,1.9463238629646185,3.3241705350930766,3.361084839942557
0.9471471572978558,2.5951392427892963,2.5575714106526797,3.777724002398766,3.3725128125847657,1.9190370252123257,2.6104746334640643,3.125665566806699,5.927966904558628,1.614520042914382,1.6688992269944334,1.9156787536979236
1.144868852193465,1.89053786943414,1.777302049458541,3.482104043942901,3.553129537317099,2.397368197678706,4.47264160809211,1.8000006003766635,3.4196806678513583,1.5766208331360623,2.3781815424564474,0.6540250905113911
